title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Survey of Londoners 2021-22,2gj5n,In 2018-19 the GLA first undertook a Survey of Londoners . At the time it provided vital evidence on Londoners that had never been collected before in such...,"In 2018-19 the GLA first undertook a Survey of Londoners . At the time it provided vital evidence on Londoners that had never been collected before in such detail. In 2021-22, the GLA conducted another Survey of Londoners, following the same methodology as the Survey of Londoners 2018-19, an online and paper self-completion survey of adults aged 16 and over in London. The survey, which received responses from 8,630 Londoners, aimed to assess the impact of COVID-19 and associated restrictions on key social outcomes for Londoners, not available from other data sources. It is important to understand the context in which the Survey of Londoners 2021-22 took place. Survey fieldwork began in November 2021; so, up to that point, it had been four months since most legal limits on social contact ha",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2gj5n,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, covid-19, demographics, employment-and-skills, health, housing, income-poverty-welfare, young-people. Last updated: 2024-11-21."
Thames Estuary Production Corridor: Fashion Design and Manufacturing Sector: evidence base and emerging areas of action,2n18y,This dataset was collated to provide evidence for supporting and investing in the high growth fashion design and manufacturing sector in the Thames Estuary...,"This dataset was collated to provide evidence for supporting and investing in the high growth fashion design and manufacturing sector in the Thames Estuary region. This evidence base was created as part of a research commission funded by MHCLG in 2020, which set out to make a case for investment in cultural infrastructure across the region. This document provides a summary of the fashion design and manufacturing sector research undertaken from July to December 2021. It presents an overview of key findings based on the quantitative and qualitative research to map, profile and understand the baseline and trajectory of the fashion sector in the Thames Estuary. It also summarises qualitative evidence and key points provided by stakeholders through consultation. In terms of the geography covere",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2n18y,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, covid-19, education, employment-and-skills, environment, planning, transport. Last updated: 2024-09-10."
Thames Estuary Production Corridor:Screen Industries Sector-evidence base and emerging areas of action ,2ypjq,This dataset was collated to provide evidence for supporting and investing in the high growth screen industries sector in the Thames Estuary region. This...,"This dataset was collated to provide evidence for supporting and investing in the high growth screen industries sector in the Thames Estuary region. This evidence base was created as part of a research commission funded by MHCLG in 2020, which set out to make a case for investment in cultural infrastructure across the region. This document provides a summary of the screen industries sector research undertaken from July to December 2021. It presents an overview of key findings based on the quantitative and qualitative research to map, profile and understand the baseline and trajectory of the screen sector in the Thames Estuary. It also summarises qualitative evidence and key points provided by stakeholders through consultation. In terms of the geography covered, Thames Estuary Production Co",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2ypjq,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, covid-19, education, employment-and-skills, environment, planning, transport. Last updated: 2024-09-10."
London pubs audit,2yp45,"As part of the Cultural Infrastructure Plan, an annual audit of pubs using the Inter-Departmental Business Register data is produced. The overall number of...","As part of the Cultural Infrastructure Plan, an annual audit of pubs using the Inter-Departmental Business Register data is produced. The overall number of pubs in London has remained largely unchanged since 2018. There were 3,535 pubs in London in 2023. Overall employee numbers increased in 2023 for the first time since the pandemic in 2020. In 2023, there were 49,000 jobs in London pubs, above the previous peak in 2020 at 48,000 jobs. The share of jobs in large pubs (with more than 10 employees) reached 85% in 2023, while the share of jobs in smaller pubs dropped to 14%, its lowest value in the data going back to 2001. Among local authorities, 13 recorded a decrease in pub numbers in 2023 compared to 2022, 13 recorded an increase and the rest saw no significant change. The long-term tren",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2yp45,UNKNOWN,Annual,HTML,UNKNOWN,UNKNOWN,Middle Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"borough-economic, pubs",snowflake,Medium,"Topics: art-and-culture, business-and-economy, employment-and-skills. Last updated: 2024-07-19."
London at night: research and analysis,24648,"The GLA's City Intelligence Unit conducts research and analysis to understand the experiences of Londoners at night as well as the prevalence,...","The GLA's City Intelligence Unit conducts research and analysis to understand the experiences of Londoners at night as well as the prevalence, characteristics, and experience of night time workers. The latest, December 2023, publication provides a glimpse into the next London At Night Evidence Base update, which will be published in the coming months. It reveals the latest headline findings about London’s night-time workforce. Previous publications available on this page include: A representative survey of Londoners in March 2022 Analysis of ONS Labour Force Survey data from 2015 to 2022 published in January 2023.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/24648,UNKNOWN,One off,"PDF, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"night-time, night, licensing, strategic licensing",snowflake,Medium,"Topics: art-and-culture, business-and-economy, employment-and-skills. Last updated: 2024-03-18."
Cultural Infrastructure Map 2023,23697,London’s first Cultural Infrastructure Map brings together new research and information that has previously not existed in one place. It plots the location...,"London’s first Cultural Infrastructure Map brings together new research and information that has previously not existed in one place. It plots the location of cultural infrastructure and enables the user to view it alongside useful contextual data. This page contains cultural infrastructure data sets collected in the spring and summer of 2022 and published in 2023. Audits of facilities or infrastructure are a snapshot in time and based on best available information. We welcome contributions or updates to the datasets from Londoners and others which can be submitted through the Cultural Infrastructure Map . Since the previous data sets were published in 2019, the definition and typologies of premises that feed into the ‘Music venues all’ category have been changed to ensure that the categor",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/23697,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"CSV, GEOPACKAGE, HTML, PDF, ZIP",UNKNOWN,2024-03 to present,Coordinates,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, planning. Last updated: 2024-03-15."
Cultural Infrastructure Map,2ko88,London’s first Cultural Infrastructure Map brings together new research and information that has previously not existed in one place. It plots the location...,"London’s first Cultural Infrastructure Map brings together new research and information that has previously not existed in one place. It plots the location of cultural infrastructure and enables the user to view it alongside useful contextual data. This page contains cultural infrastructure data sets published in 2019. The data shown on the live map is more recent and can be found here . Audits of facilities or infrastructure are a snapshot in time and based on best available information. Following an audit of cultural infrastructure in 2023 , some 2019 datasets were updated to include missing infrastructure or to remove entries that had been included incorrectly. Data and analysis from GLA GIS Team form a basis for the policy and investment decisions facing the Mayor of London and the GLA",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2ko88,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"CSV, GEOPACKAGE, HTML, ZIP",UNKNOWN,UNKNOWN,Coordinates,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"culture, theatre, music , galleries, museums, pubs, communiy centres, dance, art, arts, nto",snowflake,Medium,"Topics: art-and-culture, business-and-economy, planning. Last updated: 2024-03-04."
"CLEVER Cities Community Researchers Baseline Report, 2021",epq6r,"CLEVER Cities in South Thamesmead is a partnership between the Mayor of London, Peabody, Groundwork London, Young Foundation and Social Finance. The project...","CLEVER Cities in South Thamesmead is a partnership between the Mayor of London, Peabody, Groundwork London, Young Foundation and Social Finance. The project is supported by The Social Innovation Partnership and its Community Research Programme. The Community Research Team spent November and December 2020 gathering data from local people about their experiences in Thamesmead over the last year. The team hosted 9 focus groups with 101 attendees across the sessions, reaching 50 individual residents. They conducted 1:1 interviews with 39 residents (44% of whom were from South Thamesmead). Topics relevant to South Thamesmead discussed in the focus groups included: ​ Accessibility of arts and culture​ Crime and safety​ Perception of regeneration – Peabody residents​ Perception of regeneration – ",Other,CLEVER Cities - London partners,https://data.london.gov.uk/dataset/epq6r,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Baseline, demography, Thamesmead, CLEVER Cities, Interviews, 2021, Community Researchers, survey, focus group interviews, Peabody, GLA, accessibility, arts, culture, crime, safety, regeneration, young people, clevercities",snowflake,Medium,"Topics: art-and-culture, business-and-economy, crime-and-community-safety, demographics, environment, health, housing, planning, young-people. Last updated: 2024-01-15."
London Wellbeing and Sustainability Measure,e76nj,The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success...,"The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success as a place to live and work for all its residents. It would counteract the fact that, for years, London’s success has been mostly measured only in terms of its material wealth. After a comprehensive and thorough development process , we are pleased to present the first iteration of the London Wellbeing and Sustainability Measure. This page hosts a summary report that accompanied publication of the first iteration, a user guide created by the Centre for Thriving Places, as well as the data for the 64 constituent indicators that make up the London Wellbeing and Sustainability Measure in one spreadsheet. Please visit our dedicated website ",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e76nj,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, crime-and-community-safety, demographics, education, employment-and-skills, environment, health, housing, income-poverty-welfare, planning, sport, transport, young-people. Last updated: 2023-11-02."
London Wellbeing and Sustainability Measure (development work),2jynl,The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success...,"The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success as a place to live and work for all its residents. It would counteract the fact that, for years, London’s success has been mostly measured only in terms of its material wealth. GLA City Intelligence led the development of this measure of wellbeing and sustainability. It brings together data on the multiple aspects of our lives that form the basis of our collective wellbeing. This enables us to track which aspects of our lives are getting better over time and focus on the areas that need improvement. The London Wellbeing and Sustainability Framework was developed through a review of frameworks used by other cities, liaising with likely u",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jynl,UNKNOWN,Unknown,"IMAGE, PDF",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, crime-and-community-safety, demographics, education, employment-and-skills, environment, health, housing, income-poverty-welfare, planning, sport, transport, young-people. Last updated: 2023-10-12."
