title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
VOA Non-Domestic Rating List,voa-non-domestic-rating-list,"Complete census of 1.9M+ UK commercial properties with rateable values, property types, and addresses — updated bi-monthly.","The Valuation Office Agency publishes the full non-domestic rating list of all commercial properties in England and Wales subject to business rates. Over 1.9 million entries covering retail, office, industrial, leisure, and other commercial hereditaments with rateable values, property descriptions, and addresses. Bi-monthly epoch releases plus weekly change delta files. Asset managers use rateable value changes as signals of commercial real estate sentiment and retail sector health. UARN provides stable cross-list identifier.",Real Estate,Valuation Office Agency,https://voaratinglists.blob.core.windows.net/html/rlidata.htm,Crown Copyright — commercial use permitted under licence,Bi-monthly (epoch) + weekly delta,CSV (asterisk-delimited),"1,900,000+","2010, 2017, 2023, 2026 rating list cycles",England and Wales (by local authority),Free bulk download via Azure Blob Storage,uarn|string|Unique Address Reference Number;rateable_value|currency|Rateable value in GBP;property_address|string|Full address;property_type|string|Retail/office/industrial/leisure use class;assessment_date|date|RV assessment date;hereditament_ref|string|Property identifier across lists,UNKNOWN,"commercial property,rateable value,business rates,uk retail,office market,industrial,voa,economic indicator,commercial real estate,hereditament",snowflake,High,Files split by local authority. UARN is stable identifier across rating list cycles. Record types 01–07; type 01 contains final RV. Weekly change files support near-real-time tracking. Commercial licence required for redistribution.
HM Land Registry INSPIRE Index Polygons,land-registry-inspire-polygons,Monthly GML boundary polygons for all registered freehold properties in England and Wales linked to title register via INSPIRE ID.,"HM Land Registry publishes monthly snapshots of INSPIRE Index Polygons providing geometric boundaries for all registered freehold properties in England and Wales in GML (Geography Markup Language) format. Each polygon links via Land Registry-INSPIRE ID to title data enabling ownership mapping. Updated first Sunday each month. Used by real estate portfolio managers, lenders, and developers to map property ownership, assess land utilisation, and monitor conveyancing transaction flows.",Real Estate,HM Land Registry,https://use-land-property-data.service.gov.uk/datasets/inspire,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,"GML (Geography Markup Language), WFS","25,000,000+ registered titles",Monthly snapshots — current,England and Wales,Free bulk download; WFS API,poly_id|string|Unique polygon identifier;inspire_id|string|Land Registry-INSPIRE ID;geometry|polygon|WGS-84 coordinate boundary;create_date|date|Polygon creation date;last_updated|date|Last modification timestamp,UNKNOWN,"land registry,property boundaries,gml,inspire,freehold,conveyancing,real estate,spatial,title register,gis",both,Medium,"GIS software required for GML processing. Polygons indicate extent, not surveyed precision. Pair with title register for ownership resolution. Updated first Sunday each month."
Find a Tender Service (FTS) — UK Government Procurement,find-a-tender-service-fts,Real-time OCDS-format notices and awards for all UK government contracts above £138k since January 2021.,"Find a Tender Service replaced the EU OJEU/TED platform post-Brexit. Publishes procurement notices and contract awards for all UK contracting authorities subject to the Procurement Act 2023. Covers 70,000+ annual notices above threshold (typically £138k) across public and utilities sectors in OCDS JSON format. REST API provides real-time access. Critical for government capex cycle analysis, sector revenue forecasting, and supplier intelligence across defence, health, infrastructure, and technology.",Legal,UK Cabinet Office,https://www.find-tender.service.gov.uk/api/1.0/apispec,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Real-time,"JSON (OCDS standard), CSV, Excel","70,000+ annual notices",January 2021 to present,"UK (England, Wales, Northern Ireland; Scottish above-threshold also included)",Free REST API — no registration required,tender.id|string|OCDS release identifier;tender.title|string|Procurement notice title;tender.value.amount|decimal|Contract value GBP;tender.procurementMethod|string|Open/restricted/limited;buyer.name|string|Contracting authority;awards.date|date|Contract award date;items.classification.scheme|string|CPV code,UNKNOWN,"procurement,contracts,tenders,government spending,capex,public sector,ocds,supplier intelligence,cabinet office,find a tender",api,High,Launched 24 February 2025 under Procurement Act 2023. API spec at find-tender.service.gov.uk/Developer/Documentation. OCDS format. Replaces EU TED for UK procurement.
UKRI Gateway to Research,ukri-gateway-to-research,"170,000+ UK publicly-funded research projects with grant amounts, institutions, outcomes, and funder breakdowns since 2006.","UKRI's Gateway to Research (GtR) database covers 170,000+ publicly funded research projects from all research councils (AHRC, BBSRC, EPSRC, ESRC, MRC, NERC, STFC, Innovate UK). Includes project references, grant amounts, institutions, researchers, collaborators, and outcomes. Updated quarterly. Used for government R&D expenditure analysis, institutional research investment tracking, innovation-linked sector analysis, and early-stage technology trend identification by venture and growth investors.",Education,UK Research and Innovation (UKRI),https://gtr.ukri.org/,Creative Commons Attribution 4.0 — https://creativecommons.org/licenses/by/4.0/,Quarterly,"JSON, XML, REST API","170,000+ projects",January 2006 to present,UK institutions and international collaborators,Free REST API — no registration required,project.id|string|Project reference code;project.title|string|Research project title;project.fundingAmount|decimal|GBP funding value;project.status|string|Active/Closed/Withdrawn;project.startDate|date|Project start;organisation.name|string|Institution name;organisation.organisationType|string|HEI/SME/public body;fundingBody|string|EPSRC/MRC/STFC etc,UNKNOWN,"research grants,ukri,epsrc,mrc,stfc,innovation,r&d,institutions,capex,technology trends",api,High,API v2.7.5. R packages available on GitHub. Research England excluded. Student data from February 2015 only. Quarterly updates January/April/July/October.
HM Treasury OSCAR — Central Government Spending,hmt-oscar-central-govt-spending,"UK government departmental spending outturn and budgets by programme and budget type, covering all central government departments.","OSCAR (Online System for Central Accounting and Reporting) consolidates financial data from all UK government departments for Public Expenditure Statistical Analyses. Contains departmental spending outturn and budgets by DEL (budget), AME (non-controllable), and programme structure. 2024-25 DEL total £596.4 billion. Published quarterly via PESA collections and annually as full outturn. Essential for government revenue forecasting, departmental capex cycle analysis, and sovereign risk assessment.",Other,HM Treasury,https://www.gov.uk/government/collections/hmt-oscar-publishing-the-combined-online-information-system,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"Excel, CSV",UNKNOWN,2020-21 to present; forward budgets 3-year rolling,UK central government; devolved administrations; NDPBs; public corporations,Free bulk download via PESA collections,organisation_code|string|Department/body identifier;organisation_name|string|Department or NDPB name;budget_type|string|DEL/AME/Non-Budget;programme_code|string|Treasury programme reference;spending_amount|decimal|GBP outturn or budget;fiscal_year|string|2024-25 format;function|string|Functional classification,2024-25|Department of Health and Social Care|DEL|180000000000;2024-25|Ministry of Defence|DEL|54000000000,"government spending,pesa,departmental budget,outturn,capex,fiscal policy,public expenditure,hm treasury,del,ame",snowflake,High,"Published as OSCAR II from March 2025. Consolidation system — not transaction-level. PESA releases July, December, February. Annual outturn published June."
ONS Public Sector Employment Statistics,ons-public-sector-employment,"Quarterly UK public sector headcount by department, NHS, local government, and public corporations — time series from 2000.","ONS publishes quarterly headcount data for UK public sector employment across central government, local government, NHS, and public corporations. December 2025: 6.19 million total (record 4.06 million central government). Available with seasonal adjustment and non-adjusted series. Time series from 2000. Used for government labour cost analysis, public-private employment ratio monitoring, and wage inflation scenario modelling by macro and credit investors.",Demographics,Office for National Statistics,https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/publicsectorpersonnel/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"CSV, Excel","6,190,000 headcount (December 2025); time series 2000–present",2000 to present (quarterly),United Kingdom,Free bulk download; ONS time series API,Reference_Period|string|Quarter and year;Public_Sector_Total|decimal|Headcount thousands;Central_Government|decimal|Central govt headcount;Local_Government|decimal|Local govt headcount;NHS|decimal|NHS headcount;Public_Corporations|decimal|Public corp headcount;Seasonally_Adjusted|boolean|SA flag,Dec-2025|6190|4060|1200|2070|160|true;Sep-2025|6180|4040|1195|2060|155|true,"public sector,employment,civil service,nhs,local government,headcount,quarterly,labour market,ons",snowflake,Medium,December 2025: +0.7% YoY. Central govt at record 4.06m. EMP02/EMP03 datasets for sectoral breakdown.
UK Export Finance (UKEF) — Guarantee and Transaction Data,ukef-guarantee-transaction-data,"Annual export credit guarantees, loans, and insurance policies by country and sector — £14.5B supporting 667 exporters in 2024-25.","UK Export Finance publishes annual statistics on export credit guarantees, direct loans, and insurance policies issued to UK exporters. 2024-25: £14.5 billion supporting 667 exporters (496 SMEs) across 70,000 jobs. Data covers guarantee type, destination country, sector, and exporter size. Used for export-sector capex analysis, emerging market credit risk assessment, and trade finance pipeline intelligence by credit and macro investors.",Financial Regulation,UK Export Finance,https://www.gov.uk/government/organisations/uk-export-finance/about/statistics,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"PDF, Excel",667 exporters (2024-25); £14.5bn in transactions,2010 to present (annual),UK exporters; transactions by destination country,Free download — annual reports and appendices,exporter_name|string|UK business name;exporter_size|string|SME or large;sector|string|Industry classification;destination_country|string|Export destination;guarantee_type|string|ECIC/political risk/bond;transaction_value|decimal|GBP amount;transaction_date|date|Issue or draw date,2024-25|497 SMEs|Infrastructure|Nigeria|ECIC|£450m;2024-25|Large|Aerospace|Saudi Arabia|Direct lending|£1.2bn,"export finance,trade,credit guarantees,sme,ukef,emerging markets,trade finance,capex,sector intelligence,country risk",snowflake,Medium,Annual report published July. Transaction-level data in appendices. FORMAT: PDF — requires AI extraction for structured data.
Payment Systems Regulator — Payment Statistics,psr-payment-statistics,"Quarterly UK payment volumes, values, and market share across Faster Payments, Bacs, CHAPS, and card systems.","The PSR publishes comprehensive quarterly payment statistics tracking transaction volumes and values across the UK's major payment systems. 2024: Faster Payments 5.1 billion transactions; Bacs 6.8 billion; CHAPS 53.3 million transactions valued at £93.9 trillion. APP fraud reimbursement statistics also published (99% reimbursement rate post-October 2024). Used by fintech investors, bank analysts, and macro funds tracking consumer and wholesale payment flow trends.",Financial Regulation,Payment Systems Regulator (PSR),https://www.psr.org.uk/data-and-analysis/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"CSV, Excel, PDF",UNKNOWN,2014 to present,United Kingdom,Free bulk download; interactive dashboard,Payment_System|string|Faster Payments/Bacs/CHAPS/Cards;Transaction_Volume|integer|Number of transactions;Transaction_Value|decimal|Total value in GBP;Market_Share_Volume|decimal|Percentage of total transactions;Period|string|Quarter or year,2024|Faster Payments|5100000000|2200000000000|45.2%;2024|CHAPS|53300000|93900000000000|0.5%,"payment systems,faster payments,bacs,chaps,card payments,market share,transaction volumes,fintech,psr,app fraud",api,High,PSR merging into FCA (date TBC). APP reimbursement stats new from October 2024. Confirmation of Payee adoption data also published.
LINK ATM Network Statistics,link-atm-network-statistics,"Quarterly UK ATM cash withdrawal volumes, values, and geographic distribution across 42,000+ machines — a proxy for local economic activity.","LINK publishes quarterly and annual statistics on UK ATM cash withdrawals covering 42,403 machines. In 2025, consumers withdrew £76.7 billion across 1.27 billion transactions (average £92.11 per withdrawal). Regional breakdown shows significant geographic variation — Northern Ireland most cash-dependent at £2,249 average annual withdrawal per capita. Network contracted 5% year-on-year. Valuable as a high-frequency economic activity and consumer confidence proxy at local authority level.",Financial Regulation,LINK,https://www.link.co.uk/about/statistics/,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,"CSV, Excel, Dashboard","42,403 machines",2010 to present,United Kingdom; regional breakdown,Free bulk download; interactive dashboard,Region|string|UK region or local authority;Withdrawal_Volume|integer|Number of ATM transactions;Withdrawal_Value|decimal|Total value withdrawn GBP;Average_Withdrawal|decimal|Mean withdrawal GBP;ATM_Count|integer|Number of ATMs;Period|string|Quarter or year,2025 Annual|UK Total|1270000000|76700000000|92.11|42403;2025 Annual|Northern Ireland|85000000|4800000000|56.47|1850,"atm,cash withdrawals,economic activity,consumer behaviour,retail,fintech,regional,link,cash economy,local authority",api,High,"2025: 4% value decline, 8% transaction decline vs 2024. Busiest day: 19 December 2025 at £355m. Fee-paying ATMs growing segment. Network contraction tracking useful for financial inclusion analysis."
UK Finance — Annual Fraud Statistics,uk-finance-fraud-statistics,"Annual and half-yearly UK fraud losses by category: APP fraud, card fraud, unauthorised fraud, and bank prevention data.","UK Finance publishes comprehensive annual and half-yearly fraud statistics covering all fraud types affecting UK financial services. 2024: £1.17 billion total losses across 3.3 million incidents. H1 2025: £629.3 million losses (2.09 million cases). APP fraud H1 2025: £257.5 million (+12% YoY). Banks prevented £870 million in unauthorised fraud H1 2025 (+20% vs H1 2024). Used by fintech investors, bank equity analysts, fraud technology vendors, and regulators to track systemic fraud risk and prevention effectiveness.",Financial Regulation,UK Finance,https://www.ukfinance.org.uk/data-and-research/data/fraud,UNKNOWN — check publisher terms; annual reports publicly available,Annual; half-yearly,"PDF, Excel","3,300,000 annual incidents (2024)",2010 to present,United Kingdom,Free download — annual and half-year reports,Fraud_Type|string|APP/Card/Cheque/Authorised/Unauthorised;Fraud_Losses|decimal|Losses in GBP;Fraud_Cases|integer|Number of reported cases;Prevention_Value|decimal|Value prevented by security GBP;Period|string|Year or half-year,2024 Annual|APP Fraud|493000000|252413|UNKNOWN;2024 Annual|Card Fraud|550000000|2800000|UNKNOWN,"fraud,financial crime,app fraud,card fraud,unauthorised,prevention,banks,fintech,compliance,money laundering",snowflake,High,H1 2025 published May 2025. Annual report published March each year. Negotiate raw data licence directly with UK Finance.
FCA Financial Lives Survey,fca-financial-lives-survey,"Biennial survey of 17,950 UK adults covering savings, debt, vulnerability, product holdings, and financial resilience since 2017.","The FCA's Financial Lives Survey is a biennial study of UK adults' financial behaviour, vulnerability, and resilience. The 2024 survey (17,950 respondents, February–June 2024) shows 24% of UK adults (13.1 million) have low financial resilience; 49% (26.4 million) show vulnerability characteristics. Covers savings patterns, debt levels, housing tenure, financial products, digital exclusion. Longitudinal tracker tables enable 4-survey comparisons since 2017. Data available via the Geographic Data Service.",Demographics,Financial Conduct Authority (FCA),https://www.fca.org.uk/financial-lives,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Biennial,"CSV, Excel, Interactive dashboard, PDF","17,950 respondents (2024)","2017, 2020, 2022, 2024",United Kingdom; regional breakdown available,Free download; Geographic Data Service,Respondent_ID|string|Unique identifier;Financial_Resilience|string|High/medium/low;Vulnerability_Status|string|Vulnerable or not;Savings_Level|decimal|Total savings GBP;Debt_Level|decimal|Total debt GBP;Housing_Tenure|string|Owned/mortgaged/rented;Product_Holdings|string|Financial products held,2024|24% low resilience (13.1m)|49% vulnerable (26.4m)|1-in-10 zero cash savings|29% mortgaged,"consumer finance,vulnerability,financial resilience,savings,debt,household finance,survey,fca,uk adults,financial inclusion",api,High,2024 data via Geographic Data Service by September 2025. Tracker tables for longitudinal analysis across all 4 surveys. New expanded sector-specific slide reports from 2024.
