title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Animal rescue incidents attended by LFB,2ogkn,London Fire Brigade animal rescue incidents since January 2009 covering all animals trapped or in distress across London boroughs.,"The London Fire Brigade attends a range of non-fire incidents (special services) including assistance to animals that may be trapped or in distress. The data is provided from January 2009 and updated monthly. A range of information is supplied for each incident including animal type, location, and outcome.",Public Safety,London Fire Brigade,https://data.london.gov.uk/download/2ogkn/01007433-55c2-4b8a-b799-626d9e3bc284/Animal%20Rescue%20incidents%20attended%20by%20LFB%20from%20Jan%202009.csv.xlsx,UK Open Government Licence (OGL v3),Monthly,Spreadsheet,UNKNOWN,Jan 2009 to Feb 2026,Greater London,Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"LFB, emergency response, rescue, special services, animals",snowflake,High,"Groups: Crime and Community Safety, Health, Transparency. Smallest Geography: Postcode Sector. Resources: 1."
London Green Infrastructure Framework (LGIF),e70pq,"The London Green Infrastructure Framework brings together key London-wide green infrastructure data including methodology reports, data files and a mapping tool.","The London Green Infrastructure Framework (LGIF), first published in January 2026, brings together key London-wide green infrastructure data in one place. It can be used to evidence, plan and prioritise the green infrastructure Londoners need. This page hosts methodology reports produced by LUC, GIS data layers for the LGIF map, and supporting technical documents. See london.gov.uk/london-green-infrastructure-framework for more information.",Environment,GLA and TFL Air Quality,https://data.london.gov.uk/download/e70pq/vtd/LGIF%20Technical%20Methodology%20(Dec%2025).pdf,UK Open Government Licence (OGL v3),One-off,"PDF, Shapefile, GeoPackage",UNKNOWN,January 2026 to present,Greater London,Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"green infrastructure, GI, environment, planning, GLA, London",snowflake,High,"Groups: Environment. Smallest Geography: Other. Resources: 5."
London's consumption based greenhouse gas emissions,2rqom,Historic trend of consumption-based greenhouse gas emissions for London from 2001 to 2022 covering goods services food and transport.,"Tackling London's greenhouse gas emissions is a huge challenge. The GLA commissioned Leeds University to develop a historic trend of consumption-based emissions for London. It uses the latest available data (running from 2001-2022) on average expenditure on different types of goods and services. This methodology accounts for emissions embedded in imported goods and is distinct from the territorial emissions measure.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/download/2rqom/1bp/London_ConsumptionBasedEmissions_2001-2022.xlsx,UK Open Government Licence (OGL v3),Irregular,Spreadsheet,UNKNOWN,2001 to 2022,Greater London,Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"greenhouse gas, GHG, emissions, consumption, carbon, climate",snowflake,High,"Groups: Environment. Smallest Geography: Greater London. Resources: 7."
GCSE Results by Borough,20pd9,Data on GCSE and equivalent entries and achievements at the end of Key Stage 4 by gender and location of school for London boroughs.,"Data on GCSE and equivalent entries and achievements at the end of Key Stage 4 by gender and location of school/educational institution. This dataset contains data on GCSE results using the 1-9 grading system. The two main indicators are Attainment 8 (average grade across eight subjects) and Progress 8 (pupil progress relative to similar-attaining peers). Disaggregated by ethnicity, free school meals eligibility, and first language.",Education,Department for Education,https://data.london.gov.uk/download/20pd9/a8a71d73-cc48-4b30-9eb5-c5f605bc845c/GCSE%20results%20by%20sex.xlsx,UK Open Government Licence (OGL v3),Annual,Spreadsheet,UNKNOWN,Aug 2015 to Jul 2025,Greater London (local authority level),Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"gcse, results, free-school-meals, ethnicity, attainment 8, progress 8, education",snowflake,Medium,"Groups: Education, Young People. Smallest Geography: Local Authority. Resources: 6."
GLA Economics Labour Market Updates (monthly),v8wzm,Monthly analysis of London's labour market covering employment, unemployment, and key economic indicators.,"Monthly analysis of the labour market covering the latest developments. The analysis is a snapshot of key data as it pertains to London and is not intended to be comprehensive. It should be triangulated with other sources. Data covers employment, unemployment, economic activity, and sectoral trends for London relative to the UK.",Other,Greater London Authority (GLA),https://data.london.gov.uk/download/v8wzm/cqy/2026.03%20LMU.html,UNKNOWN — check publisher terms,Monthly,Document,UNKNOWN,2009 to present,Greater London,Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"labour market, employment, COVID-19, economics, GLA, monthly",snowflake,Medium,"Groups: Business and Economy, Employment and Skills. Smallest Geography: Greater London. Resources: 166."
Employment Rates,2yj9w,"Number and percentage of residents aged 16-64 in employment by sex, seasonally adjusted, for rolling quarters since 1992 by region and country.","Number and percentage of residents aged 16-64 who are in employment by sex, seasonally adjusted, for rolling quarters since 1992 by region and country. Figures are released every month for rolling quarters. Data from ONS Table HI00, taken from the Labour Force Survey and Annual Population Survey.",Other,Office for National Statistics (ONS),https://data.london.gov.uk/download/2yj9w/6e2f445e-e792-497e-8e31-58cbab12162b/employment-rates-region-quarters-since1992.xlsx,UK Open Government Licence (OGL v2),Monthly,Spreadsheet,UNKNOWN,Mar 1992 to Jan 2026,United Kingdom (regional),Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"employment, economic-activity, jobs, rates, gender, region",snowflake,Medium,"Groups: Employment and Skills. Smallest Geography: Region. Resources: 1."
Economic Inactivity,e11p8,Economic inactivity rates for London and the UK by month including annual breakdowns by reason gender ethnic group and disability.,"Economic inactivity rates for London and the UK by month. This dataset also includes annual data that reports economic inactivity by reason, gender, ethnic group and disability.",Other,Office for National Statistics (ONS),https://data.london.gov.uk/download/e11p8/aa2655ec-c06b-4f57-ae63-3402413bec42/economic-inactivity.xlsx,UK Open Government Licence (OGL v3),Monthly,Spreadsheet,UNKNOWN,Jul 2008 to Jan 2026,Greater London,Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"economic inactivity, employment, gender, ethnicity, disability, labour market",snowflake,Medium,"Groups: Business and Economy, Employment and Skills. Smallest Geography: Greater London. Resources: 2."
"Unemployment Rate, Region",e5mnw,Unemployment numbers and rates for those aged 16 or over in London including breakdowns by age sex ethnic group and disability.,"Unemployment numbers and rates for those aged 16 or over. The unemployed population consists of those people out of work, who are actively looking for work and are available to start immediately. Unemployed numbers and rates also shown for equalities groups, by age, sex, ethnic group, and disability. Data taken from the Labour Force Survey and Annual Population Survey, produced by the ONS.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/download/e5mnw/8a29ec0c-9de3-4777-832f-49ef8c2b4d14/unemployment-region.xlsx,UK Open Government Licence (OGL v2),Monthly,Spreadsheet,UNKNOWN,Apr 2009 to Jan 2026,United Kingdom (regional),Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"unemployment, employment, disability, gender, ethnicity, labour market",snowflake,High,"Groups: Business and Economy, Demographics, Employment and Skills. Smallest Geography: Region. Resources: 3."
MPS Stop and Search Dashboard Data,e6yjz,Monthly Metropolitan Police stop and search data used in the MPS Stop and Search Dashboard with borough-level breakdowns.,"The data used in the MPS Stop and Search Dashboard. Stop and search occurs when an officer stops a member of the public and searches them. The data includes stop and search counts by officer-defined ethnicity, reason for search, outcome, and borough. Updated monthly at the beginning of the month, running until the end of the prior month.",Public Safety,Metropolitan Police Service,https://data.london.gov.uk/download/e6yjz/wpq/MPS%20Stop%20and%20Search%20Dashboard_LDS_Extract.csv,UNKNOWN — check publisher terms,Monthly,CSV,UNKNOWN,Mar 2024 to Feb 2026,Greater London (borough level),Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"stop and search, Metropolitan Police, MPS, police, ethnicity, borough",snowflake,High,"Groups: Crime and Community Safety. Smallest Geography: Borough. Resources: 46."
Canada Water Masterplan hearing documents,2z18q,Documents for the Canada Water Masterplan public hearing including draft decision notice and supporting planning documents.,"Documents for the Canada Water Masterplan public hearing. More information can be found on the hearing web page at london.gov.uk. Includes draft decision notice and supporting planning documents submitted by the Greater London Authority.",Other,Greater London Authority (GLA),https://data.london.gov.uk/download/2z18q/6et/Canada%20Water%20Draft%20Decision%20Notice.pdf,UNKNOWN — check publisher terms,One-off,PDF,UNKNOWN,2024,Greater London,Free bulk download,UNKNOWN — visit source URL to inspect column headers,UNKNOWN — visit source URL for sample data,"planning, Canada Water, masterplan, GLA, hearing",snowflake,Medium,"Groups: Planning. Smallest Geography: Other. Resources: 5."
